ID,Since,Last tweeted at,Tweets,Favorites,Listed,Following,Followers,Screen name,Name,Verified,Protected,Bio,Status,Location,URL
30729982,2009-04-12 21:49:02 +0000,2018-01-31 02:18:30 +0000,4487,330,58,791,868,bpesin,brian pesin,false,false,"email marketing manager at @sandboxx. formerly of @eventfarm, 
@contactually, @twitter & @wildfireapp. @stanford grad.",@CliffLegend so much,"washington, DC",http://Instagram.com/bpesin/
74477293,2009-09-15 15:42:56 +0000,2018-01-31 16:31:01 +0000,9934,0,26,924,611,BPTcontent,BrandpointContent,false,false,"Brandpoint (formerly ARAcontent) provides free, high-quality feature/special section articles and online content feeds for media outlets in print and online.",4 tips to prepare for extended power outages https://t.co/qeFiD7wOlJ,"Minneapolis, MN",http://www.Brandpoint.com
220807127,2010-11-28 22:01:59 +0000,2017-11-05 02:30:42 +0000,857,879,126,104,4385,BradleyKlahn,Bradley Klahn,true,false,"Stanford Alum, Tennis Pro","RT @darrenrovell: Why Iowa Win Was More Special: Zoom in &amp; you’ll see people, presumably some kids, taking it in from the Children’s… https://t.co/x3ySVmPqW2",Everywhere,
100604769,2009-12-30 21:53:22 +0000,2018-01-31 04:28:24 +0000,3546,2898,17,744,274,BradyHamed,Brady Hamed,false,false,NYC Mayor's Office of Operations. I tweet about NYC government (sometimes) and obscure pop culture (almost always). All opinions are my own. RTs mean nothing.,"RT @bittamostofi: Immigrants have to disclose more about themselves and their families than trump did to become president. Taxes, med… https://t.co/QsZFSHHx8D","New York, USA",
344995607,2011-07-29 22:25:01 +0000,2018-01-05 02:10:36 +0000,690,20,25,317,406,BrannerLibrary,Branner Library,false,false,Tweets from Branner Earth Sciences Library and Map Collections at Stanford University.,https://t.co/B7xevaDg4X,"Stanford, CA",http://www-sul.stanford.edu/depts/branner/
21154969,2009-02-18 01:14:27 +0000,2013-12-09 19:42:59 +0000,2068,140,132,1658,3451,BreakMedia,Break Media,false,false,Leading digital media company.  Merged with @AlloyDigital to form @DefyMedia. Follow our new handle!,Got a case of the mondays? Follow our new @defymedia handle for exciting news and updates!,"Los Angeles, CA",http://www.defymedia.com
4123061,2007-04-11 04:22:06 +0000,2014-09-20 22:59:29 +0000,65,52,2,664,156,breck,Bill Breck,false,false,Engage FTW: bill@niftee.com,"Reader mode margins are way too wide, waste of screen real estate #UIteardown #6plus",bay area web and beyond,
312128552,2011-06-06 16:39:29 +0000,2018-01-31 04:16:14 +0000,324,350,26,109,523,BrendanOByrne,Brendan O'Byrne,false,false,"Business Editor, Phnom Penh Post.",The government has set up a task force to deal with problems arising from the influx of Chinese investment in Sihan… https://t.co/FujXpYR90I,Cambodia,
60653023,2009-07-27 17:19:20 +0000,2018-01-24 23:07:08 +0000,3461,2823,12,870,189,brendantimmer,Brendan,false,false,5ft 16in 3200 ounces 600 months. Eschew obfuscation.,"@ATTCares hello. You’ve missed three Internet installation appointments at my house, six hours of my time. How can… https://t.co/ioQ7dZWpTj","Mountain View, CA",http://i.imgur.com/XmNt6.jpg
29247437,2009-04-06 17:29:53 +0000,2015-07-17 15:20:49 +0000,57407,5,211,33369,31020,brent_tucker,DadPad,false,false,DadPad helps the elderly stay connected in an increasingly high-tech world.,Does your family member have Alzheimer's? DadPad keeps them engaged! http://t.co/bs0Is3qPJ4      #Alzheimers @alzassociation @alzheimerssoc,,http://www.mydadpad.com
42556726,2009-05-26 03:41:23 +0000,2018-01-29 19:39:58 +0000,3724,4801,22,592,856,brian_risso,Brian Risso,false,false,"Assistant Athletics Director, Communications - Stanford Athletics",Chance today for @StanfordTennis to earn berth in ITA National Team Indoors for the first time since 2012. No. 12 C… https://t.co/gOegzQ1X2Q,,
284313647,2011-04-19 02:03:12 +0000,2017-09-21 16:54:08 +0000,529,36,33,891,857,brianbrunner,Brian Brunner,false,false,Building awesome things one keystroke at a time,"Been using @docker swarm on a couple development and production clusters for 6+ months without incident. Overall, I've been very impressed.","Phoenix, AZ",http://brianbrunner.com
66979736,2009-08-19 11:54:20 +0000,2018-01-15 05:26:39 +0000,165,718,0,194,75,bsorensen96,Benjamin Sorensen,false,false,,RT @SeanBolser: #recallpersky is mass incarceration in action.,,
26591234,2009-03-25 21:05:27 +0000,2018-01-20 15:57:04 +0000,894,606,2,1047,209,bueny,Tim Bueneman,false,false,"Retired stock researcher. Searching now for great books, entertainment, wisdom, laughs, recipes, photos, friends - and stocks. Live alone, but not lonely.",@realDonaldTrump Bullshit,"Kent, WA",
9248492,2007-10-04 17:33:00 +0000,2018-01-27 16:53:37 +0000,9037,637,749,252,27511,burgesg,George Burgess,false,false,"Director of Innovation, @Telegraph | Founder & Chairman, @EdTechExchange | Previously @GojimoApp | Thoughts = mine",@realkniels @calm @RevolutApp Spotted that - will take a look,"London, England",http://edtech.exchange
961207020,2012-11-20 21:08:24 +0000,2018-01-31 07:02:49 +0000,82504,72091,120,1084,2277,bwestcineaste,Alex Heeney,false,false,Facts are horrid things. Film/theatre critic & EIC @SeventhRow. Shakespeare podcaster @21stFolio. Canadian engineer PhD-ing. Jazz fan. Joachim Trier enthusiast.,@tiltwithlips In defense of North Americans we had to wait for mid-January to see it,a world elsewhere,https://seventh-row.com/author/alex-heeney/
41997112,2009-05-23 08:19:04 +0000,2017-04-08 19:51:04 +0000,31167,0,18,1943,2096,bypassproxy,Bypass Proxy,false,false,"You'll find a proxy server which has something special features you wouldn't get from the other. The proxy list is sorted by speed, uptime, visits and date.",New web #proxy site (Sweden) https://t.co/GXjtU1slNK,,http://www.pxaa.com/
318768406,2011-06-17 01:04:16 +0000,2018-01-31 17:13:25 +0000,11992,5779,3,405,424,C_C_Miller,Cameron Miller,false,false,"Currently: @LieffCabraser | Formerly: @classactionlaw | @Stanford, @stanfordxctf & @ASUSportsLawBiz alumnus | Recovering runner","RT @latimes: Oh, California. #SuperBlueBloodMoon https://t.co/yEu2E06fMe","San Francisco, CA",https://www.linkedin.com/profile/view?id=AAIAAA3NhjkBLasrqHVerhS8o0P98h8b8beFdJA&trk=nav_responsive_
18853595,2009-01-11 01:40:03 +0000,,2473,74,20,397,342,cadyglaser,Cady,false,true,Mainly passive aggressive tweets about air travel,,"Los Angeles, CA",
130686468,2010-04-08 00:57:27 +0000,2018-01-31 00:14:16 +0000,12318,2252,266,2402,5269,CAGoBiz,GO-Biz,true,false,"Established by Gov. Jerry Brown, the Governor's Office of Business and Economic Development (GO-Biz) is California's lead entity for business and job creation.","Kicked off first CyberHealth IT Advisory Panel
with @USC_CBC @TorreJ107 @sidvoorakkara @cadeptTech  in Sacramento.… https://t.co/TFlv2hdfaE",California,http://www.business.ca.gov
48128920,2009-06-17 21:44:46 +0000,2018-01-08 19:52:58 +0000,4294,150,63,271,1351,CalDining,Cal Dining,false,false,"Cal Dining is the award winning, environmentally-friendly and sustainable residential student food service operation at UC Berkeley.  #gotmealpoints",Need to make changes to your meal plan? Here's the info! https://t.co/KC0t5RpjH5,"Berkeley, CA",http://caldining.berkeley.edu
225090805,2010-12-10 17:16:21 +0000,2017-11-08 04:04:47 +0000,656,258,10,406,264,calfano27,Christine Alfano,false,false,"Reader, writer, thinker, gamer.","RT @CharlotteAlter: A trans woman beat the guy who introduced the bathroom bill. A gun victim's boyfriend beat a delegate with an ""A"" g… https://t.co/ov1WjYyl6R","Stanford, California",
19176429,2009-01-19 07:40:24 +0000,2016-11-23 18:06:07 +0000,15273,45,1645,20336,85554,californiabeat,California Beat,false,false,Regional News and Information Service for the Metropolitan San Francisco Bay Area.,HOLIDAY TRAVEL DIGEST: British Airways entices American travelers with Black Friday travel deal. https://t.co/WqGQY9Ip7M,"San Francisco, CA",http://www.californiabeat.org/
61782928,2009-07-31 14:31:32 +0000,2013-05-29 17:37:59 +0000,8973,58,1063,2516,21807,CaliforniaWatch,California Watch,true,false,"We've moved! We're unifying brands with The Center for Investigative Reporting. Same content, one space. Follow us at @CIRonline.",We’re moving! Follow us at → @cironline: http://t.co/lbpDt1Y8a2,California,http://cironline.org
209088039,2010-10-28 13:54:47 +0000,2018-01-31 17:49:12 +0000,123383,0,106,803,2464,CALnewswire,California News,false,false,,"Blue moon, lunar eclipse and 'supermoon' converge for celestial show in the Southland https://t.co/52cNX9Tf1C… https://t.co/Z4D1JVMkZa",,
21277648,2009-02-19 05:04:04 +0000,2018-01-18 01:23:46 +0000,1434,31,53,595,1077,CalTV,CalTV,false,false,"Welcome to UC Berkeley's very own online TV Station! 

As a media production club, we aim to broadcast the best content that Cal has to deliver. Stay tuned!",RT @thomasreporting: Exciting developments ahead! https://t.co/d7BYZgtJz2,"Berkeley, CA",http://www.caltv.org
480720362,2012-02-01 20:30:15 +0000,2018-01-28 00:00:59 +0000,7147,512,46,199,1357,CalWomensTennis,Cal Women's Tennis,true,false,The Official Twitter page of the California Golden Bears Women's Tennis team. GO BEARS!,"Anna Turati @TexasWTN beats Julia 7-5, 6-4 to give the Longhorns a 4-3 win in the #ITAKickOff final and qualify Texas for #ITAindoors","Berkeley, Calif.",http://www.facebook.com/calwomenstennis
52357982,2009-06-30 10:08:46 +0000,2018-01-31 18:00:49 +0000,5079,138,804,10513,25926,cambUP_History,History at Cambridge,false,false,"Find out the latest information on history books and journals published by Cambridge University Press, conferences, prizes and more.",#Historians reckon with #borders and #migration in the age of Trump https://t.co/vmRNQOqtsc read the blog and acces… https://t.co/tL0Gq4kjEH,New York/Cambridge,http://www.cambridge.org/us/history/
17633994,2008-11-25 22:29:42 +0000,2018-01-30 22:38:38 +0000,5484,5736,461,746,5674,camillericketts,Camille Ricketts,true,false,Head of Content & Marketing @firstround. Co-founder @getledbetter. Magical thinker.,Amazing piece about how to succeed as a very early employee at a startup — featuring the stellar advice of… https://t.co/LTJWKaafo7,San Francisco,http://firstround.com/review
27058665,2009-03-27 18:02:52 +0000,2018-01-29 20:13:48 +0000,2523,87,129,48,2491,Campus_Media,Campus Media Group,false,false,Under the hood: National Youth Marketing Agency | College Experts | Will Work For Pizza,Interested in helping brands build marketing plans that reach college students? We are hiring for an Advertising &amp;… https://t.co/UKscHPvKE5,"Twin Cities, MN",http://www.campusmediagroup.com
63284819,2009-08-05 22:49:03 +0000,2009-11-17 04:12:22 +0000,4,0,0,19,41,CampusEngage,CampusEngage.org,false,false,We're driven increase community involvement to maximize positive social change by engaging motivated students and active student groups. Launching at Stanford!,Campus Engage is looking for Stanford programmers to join our team. Let us know if you're interested!... http://bit.ly/nYGJn,"Stanford, CA ",http://www.campusengage.org
187497063,2010-09-06 11:57:16 +0000,2011-08-02 04:19:34 +0000,3070,0,75,1806,1382,campusfact,Erin Brooks,false,false,"Whether it's graduate school, community college, or learning to become a hair stylist, let campusfact guide you into the next stage of your life!",Trying to find Law schools? - http://campusfact.com/law #education,,http://campusfact.com
375732835,2011-09-18 16:54:56 +0000,2014-03-19 01:31:06 +0000,155,0,0,66,11,campusmedianews,Headlines on campus,false,false,Headlines from college papers and news about campus media.,"""Columnist"" Alec Baldwin nails the jerk role on ""Law &amp; Order."" (He works for a NY Post-like tabloid.) http://t.co/vtr2kRNa3E",,
44914646,2009-06-05 15:21:12 +0000,2018-01-31 16:26:51 +0000,25245,510,1688,16882,150567,campusreform,Campus Reform,true,false,"Follow us for conservative coverage of liberal bias and abuse on America's campuses! 

Tips? Email Contact@campusreform.org #TCOT",Dems took 100% of donations from Williams College in 2017 https://t.co/S7IFPKgoY5,"Arlington, VA",http://www.campusreform.org
14327847,2008-04-07 23:15:54 +0000,2013-01-23 00:08:13 +0000,2421,57,251,247,3648,campustweet,campustweet,false,false,Find fellow tweeters from your uni! Join. Connect. Tweet. - Lynne @heyguey,RT @CampusSyncUF: Students tweet during campus shooting http://t.co/opaeh17m,At your University,http://campustweet.com/
24797774,2009-03-16 23:44:09 +0000,,16243,9799,557,1999,41661,candicewiggins,Candice Dana Wiggins,true,true,All-American. Champion. Edutainer. Coach.,,"San Diego, CA",http://www.candicewiggins.com
19111192,2009-01-17 14:23:34 +0000,2018-01-31 01:24:53 +0000,14994,4242,1562,49067,212077,CannabisNews,Cannabis News,false,false,"I Tweet #marijuana #news from #usa and #canada. I say what I feel, may not be #politically correct. No stomach for ideas, cursing, and #government disregard?",RT @CannabisNews: Very interesting article. https://t.co/T52Ca4GhkI,U.S.A&Canadian Marijuana News,
28507649,2009-04-03 05:01:34 +0000,2017-04-08 17:46:13 +0000,34857,77,359,6547,6403,canyonsdave,David S. Doty,false,false,"V.P., Education & Training, Management & Training Corp. BYU & Stanford grad, Iowa native. Cougars. Cardinal. Hawks. Cubs. Tweets & opinions are my own.",5 of 5 stars to Narrative of the Life of Frederick Do... by William Lloyd Garrison https://t.co/66DTAVCHHK,"Sandy, Utah",
61905574,2009-07-31 23:38:23 +0000,2015-04-05 01:10:48 +0000,817,5,41,1629,1411,CapelliLounge,Capelli Lounge,false,false,upstairs@capellilounge.com Call (310) 824-2711 Los Angeles 90024 - Hair Salon - Perms-Hair Color-Highlights-Lowlights-Haircuts-Keratin Treatments & Style!,Help...... I may be murdered!!!!,"1001 Gayley Ave LA, CA 90024",http://www.CapelliLounge.com
43432781,2009-05-29 23:18:23 +0000,2017-04-27 17:06:02 +0000,401,53,11,337,338,cardinalhotel,Cardinal Hotel,false,false,"The historic Cardinal Hotel located in the heart of downtown Palo Alto, CA",Have you checked this out? https://t.co/OvzpBDsHi2 https://t.co/VUTOpZjuBa,"Palo Alto, California, USA",http://www.cardinalhotel.com
217243073,2010-11-18 23:54:03 +0000,2013-09-19 22:32:56 +0000,270,0,2,146,212,CardScholars,Cardinal Scholars,false,false,"Cardinal Scholars makes it easy for students to have personal lessons with tutors from Stanford, Harvard, MIT, Columbia and other top-20 schools.",What is #ivyleague material? How to stand out and get admitted to your top school? #collegeadmissions tips http://t.co/DT6DRoCUlc,"Stanford, CA",http://cardinalscholars.com
15356994,2008-07-08 19:19:22 +0000,2017-06-02 03:38:37 +0000,3684,184,45,1293,759,carechiang,Carolyn C Rosebrough,false,false,Consumer Marketing Lead @Fleishman by day. Fashion fanatic and pianist always. Opinions are my own.,RT @Fleishman: 👏👏👏 https://t.co/PrlVi65X4k,New York,http://www.linkedin.com/in/carolynrosebrough
36065550,2009-04-28 13:36:11 +0000,2016-12-07 17:46:55 +0000,7,4,35,16,636,carlclarkphd,Carl Clark,false,false,"Carl Clark PhD, Director Technology Transfer",@houdah thank you. Got it figured out and tried to pull the tweet. You definitely care about your great product.,Augusta University,
169585114,2010-07-22 17:59:40 +0000,2018-01-31 05:21:20 +0000,49446,24676,143,2137,1298,carlosolin,Carlos Olin Montalvo,false,false,"UC Santa Cruz alum, Stanford Health Care analyst, http://t.co/z1df2mC6Zz writer. Global enthusiast of music, health, sports, economics & tech","RT @Ourand_SBJ: Sources: Fox will have 11 Thursday Night NFL games, sharing with NFL Network and a digital partner. Fox will have e… https://t.co/oFp3aeIF2u","San Mateo, CA",http://www.olinmontalvo.com
19015546,2009-01-15 08:41:20 +0000,2017-10-10 21:15:02 +0000,5,2,1,484,233,carlyblair,Carly Blair,false,false,Now I get it.,RT @EmilyGlazerWSJ: Had a lot of fun writing this story abt a @jpmorgan group focused on board referrals w/ ~85% of requests for women: https://t.co/X4hFQCDlqc,San Francisco,
22969051,2009-03-05 20:01:03 +0000,2018-01-27 18:34:39 +0000,1062,585,19,999,639,carolineb3ll,Caroline Bell,false,false,.,"RT @iam_preethi: In the short run, life rewards those who speak and have ""answers"". In the long run, life rewards those who listen and ask questions.",,
25525834,2009-03-20 15:58:55 +0000,,655,53,9,527,200,carolinecaselli,Caroline Caselli,false,true,"east bay-litist, sports fan, lover of kanye west, social justice, art, avocado, the em dash. @stanford and @stanford_daily alum, @boxhq sales.",,"san francisco, california.",
14490028,2008-04-23 09:00:07 +0000,2014-10-23 19:28:13 +0000,1901,10,6,306,228,caselli,caselli,false,false,,"@csnguyen @carolinecaselli @drayford ""Being basic just means that you &lt;i&gt;aren't that dope&lt;/i&gt;."" thanks, guys http://t.co/KODUJBYRWc",Bay Area,
200045039,2010-10-08 09:34:24 +0000,2011-05-21 20:04:51 +0000,72,0,1,700,90,CastleAtwater,Castle Atwater,false,false,"Castle Gardens/Castlewood is a premier community located in Atwater, CA.  Visit our websites for more info!
http://t.co/SP6XdF9g2p
http://t.co/4fPsrO48Zq",Check out our hot rentals at www.castleatwaterllc.com or senior living at www.castlewoodllc.com!!!,"Atwater, CA",http://www.castleatwaterllc.com
87044744,2009-11-02 22:22:47 +0000,2018-01-31 17:42:09 +0000,2448,314,199,1432,4737,CatoOnCampus,Cato On Campus,false,false,"Cato on Campus is an online resource created for students/early-career professionals by the Cato Institute, one of the nation’s leading think tanks.","RT @CatoInstitute: BREAKING: En banc D.C. Circuit Court says CFPB structure is constitutional. As @CatoInstitute argues in this brief,… https://t.co/PC8kv1htYY","Washington, D.C.",http://www.cato.org/students
90491584,2009-11-16 21:43:29 +0000,2010-04-30 15:35:17 +0000,1832,0,58,1406,1113,cats911,Cats 911,false,false,Official http://t.co/nbtKgMqhJT's cat oriented Twitter account,Check out #Easter Pet Safety Tips from #Pets911.com http://ow.ly/1lrEv,"Phoenix, AZ",
14112120,2008-03-10 07:41:16 +0000,2018-01-30 12:37:52 +0000,3825,5768,70,888,810,cbennett10,Christopher Bennett,false,false,"PhD candt. @u_psud : #neuromorphic #nanotechnology ; before, app dev. @ohmlabs, engineering @stanford. Exploring the meta-verse, one project/poem at a time.",RT @SubutaiAhmad: Today’s ML analogous to pre-Newtonian physics. IMO the long road ahead requires Neuroscience. https://t.co/86MtFOwBCF,"Paris, France",http://www.iamchristopher.com
151263303,2010-06-03 00:50:47 +0000,2017-12-05 17:31:14 +0000,4045,1267,385,3126,13527,CCARE,CCARE,false,false,"Promoting compassion and altruism through rigorous scientific research, outreach, and education.",Registration opens at noon PST today for Winter Quarter CCT classes at Stanford. Learn how to tap into the beauty a… https://t.co/oiTXjC2IWd,"Stanford, CA 94304",http://ccare.stanford.edu/
24052090,2009-03-12 22:14:28 +0000,,1798,152,3,428,117,ccelio,Carolyn C,false,true,Stanford. Seattle. Chicago. San Francisco.,,"iPhone: 0.000000,0.000000",
30695014,2009-04-12 18:30:20 +0000,2011-10-13 05:38:34 +0000,611,0,0,37,73,cdeaconu,Cosmin Deaconu,false,false,sporadic tweeter,"void DennisRitchie { printf(""RIP\n"");}","Chicago, IL",http://cozzyd.net
122514150,2010-03-13 00:09:06 +0000,2018-01-31 17:36:38 +0000,6713,2935,387,2537,12666,CedarsSinai,Cedars-Sinai,false,false,"An international leader in providing the highest quality of patient-centered care,  pioneering new treatments, and serving the community.",RT @allisonmays: The Cedars-Sinai Geriatrics team is assembled! Thank you @SonjaRosenMD for your leadership and vision! Looking forw… https://t.co/ioFaGnuWSY,"Los Angeles, CA",https://www.cedars-sinai.org/
288629815,2011-04-27 05:54:31 +0000,2017-11-07 05:41:26 +0000,31,7,1,140,91,ceferguson1,Caroline Ferguson,false,false,"PhD Student, Stanford (E-IPER) who
Loves: marine science, wine, MPAs Hates: papaya, the patriarchy, MPAs","Women fish too, ya know. #MyOneScienceTweet (okay, my second)","Stanford, CA",
43461452,2009-05-30 02:20:58 +0000,2015-10-13 20:40:48 +0000,838,9,19,3822,4111,cellceuticals,CellCeuticals,false,false,"Amazing Results, Not Empty Promises.","Countdown to Friday on our awesome ""Share the Love"" GFP Power Serum Giveaway! https://t.co/zToCSuUwzA http://t.co/rwA7SdttOe",,http://www.cellceuticalskincare.com
89471194,2009-11-12 15:39:24 +0000,2010-05-05 12:55:20 +0000,2,0,0,5,11,CEOatFluenta,Dag Sigmund Johansen,false,false,,"New Flowmeter from Fluenta
See it at OTC boot 2099",,
91392356,2009-11-20 18:06:22 +0000,2011-09-11 22:26:13 +0000,345,0,36,543,403,CFBPlayoffNow,College Playoff Now,false,false,"It's time for a playoff in Division I-A (FBS) college football. We'll be announcing a new advocacy campaign soon, so stay in touch!",Will conference expansion help or hurt a playoff possibility?,,
402419513,2011-11-01 01:36:29 +0000,2013-02-18 16:02:15 +0000,579,1,5,547,233,cfcoachingnews,Mathew Pistole,false,false,"College football analyst who specializes in coaching information, news, and rumors.  email:  http://t.co/uMPVT7DKZe",RT @HowardGriffith: Illinois is reaching into its past to shape the future hiring Mike Bellamy as WR coach. #illini,,http://cfcoachingnews.blogspot.com/
16986864,2008-10-26 22:15:47 +0000,2015-10-25 18:09:32 +0000,263,0,13,653,360,CFRnikki,Nikki Love Kingman,false,false,Public policy. Nonprofits. Democracy. Civic engagement. Travel. Ukulele. Dessert.,So inspiring to be back at the @haascenter! Thanks for all that you do. #stanfordreunion,"Honolulu, Hawaii",
38112354,2009-05-06 04:20:38 +0000,,367,2,1,235,93,cgwftw,Claire,false,true,"Rejoining Twitter to be part of the resistance. Fighting for education, science, civil rights, and protected lands.",,"San Jose, CA",
